scenario_id,rule_id,split,initial_capital_yuan,final_equity_yuan,total_net_pnl_yuan,cumulative_return,ledger_days,mean_daily_return,median_daily_return,daily_win_rate,profit_factor,max_drawdown,avg_gross_exposure,max_gross_exposure,avg_active_positions,max_active_positions,avg_daily_turnover,annualized_turnover,total_traded_notional_yuan,total_cost_yuan,trades,avg_trade_fill_ratio,zero_fill_trades,partial_fill_trades,entry_blocked_trades,avg_net_trade_return_on_target,trade_win_rate,net_trade_pnl_yuan,exit_policy
high_cost_1m_5pct_signal_100bps,combo_low_liquidity_weak_momentum,research_holdout,1000000.0,904268.1923678564,-95731.80763214215,-0.09573180763214362,332,-0.00021286019658607033,-0.00012582189516217892,0.4939759036144578,0.9412465128377574,-0.2168017674211652,0.9305139157725963,1.1256300636346024,98.81927710843374,108,0.371903248770593,93.71961869018944,131763083.61041996,658815.4180520999,6560,1.0,0,0,0,-0.0014593263358558275,0.4410060975609756,-95731.80763214229,delay_if_exit_blocked_max5
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,train,1000000.0,-570777.3027006312,-1570777.3027006309,-1.5707773027006313,1159,-24.661663830231184,-0.00023312016917816558,0.4995685936151855,0.8402824252740942,-1.6202374939425712,2578.8785186318405,3011353.4989078306,99.96289905090596,119,1034.3870566030093,260665.53826395835,462340927.33396924,2311704.6366698463,23100,0.9991341991341991,20,0,20,-0.006799901743292775,0.4018181818181818,-1570777.302700631,delay_if_exit_blocked_max5
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,validation,1000000.0,470536.87767891755,-529463.1223210825,-0.5294631223210824,489,0.0029290329075861606,-0.003145730139597194,0.4437627811860941,0.8791782898086,-0.9437953635553591,2.106866487619005,17.003184864974315,99.19427402862986,113,0.8395988366766169,211.57890684250748,193940238.06801903,969701.190340095,9680,0.9994834710743802,5,0,5,-0.005469660354556636,0.3862603305785124,-529463.1223210823,delay_if_exit_blocked_max5
high_cost_1m_5pct_signal_100bps,low_stock_ret_60d,research_holdout,1000000.0,939195.4519135717,-60804.548086428345,-0.06080454808642832,332,-3.246897006135682e-05,-0.00042346897047615796,0.48493975903614456,0.9740655074539869,-0.22299968405024606,0.9324764741366592,1.2696175267326333,99.02710843373494,117,0.3716515584685992,93.656192734087,131717784.37378249,658588.9218689124,6560,0.999390243902439,4,0,4,-0.000926898598878486,0.4329268292682927,-60804.54808642867,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,train,5000000.0,4511258.538480568,-488741.4615194436,-0.09774829230388649,1159,1.7172707089508852e-06,0.00043158505930321496,0.5297670405522001,0.9811087285824162,-0.3447551128119224,0.9464186931563702,1.3926280132347917,99.72821397756687,120,0.37816653940755957,95.29796793070501,2056453400.9203215,4112906.8018406425,23100,0.8886706647532467,13,5036,13,-0.00042315278053631623,0.4604329004329004,-488741.4615194452,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,validation,5000000.0,4963346.947147694,-36653.05285230826,-0.007330610570461138,488,0.00034104291231156267,-0.00040163745954831145,0.4774590163934426,0.9971358730944956,-0.5633758863430489,0.8573968744872805,2.3022428065045166,99.19262295081967,102,0.342936779919042,86.42006853959857,722316518.003154,1444633.036006308,9680,0.7447402252272728,10,3514,10,-7.572944804195679e-05,0.42541322314049584,-36653.052852307075,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,combo_low_liquidity_weak_momentum,research_holdout,5000000.0,6465485.61646282,1465485.6164628281,0.2930971232925641,332,0.0008422490190891082,0.0008436014821342591,0.5240963855421686,1.2039232401408893,-0.1291981862632019,0.7890835958383292,1.046401661355011,98.81927710843374,108,0.3153585579017786,79.4703565912482,657272367.8922473,1314544.7357844948,6560,0.997701734054878,0,68,0,0.004467943952630571,0.5129573170731707,1465485.6164628274,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,low_stock_ret_60d,train,5000000.0,3861000.248836783,-1138999.7511632203,-0.22779995023264332,1159,0.00017963857758895619,-0.00018733535962407657,0.4969801553062985,0.9749719288833406,-0.6252556136910749,1.2892964820049149,2.654367012940271,99.96289905090596,119,0.5136984852633979,129.45201828637627,2299438666.36156,4598877.332723119,23100,0.9939302115930736,20,299,20,-0.0009861469707040885,0.43857142857142856,-1138999.7511632221,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,low_stock_ret_60d,validation,5000000.0,5359544.764626182,359544.76462618215,0.07190895292523636,489,0.000727806609027471,-0.001342078808559916,0.4662576687116564,1.0177783587809057,-0.6597676889394104,1.1509644560641863,2.748441838859317,99.19427402862986,113,0.45904797882599485,115.6800906641507,963739463.3713689,1927478.9267427376,9680,0.9932359914049587,5,186,5,0.0007428610839383949,0.4240702479338843,359544.76462618314,delay_if_exit_blocked_max5
strict_5m_1pct_signal_40bps,low_stock_ret_60d,research_holdout,5000000.0,6648706.989544342,1648706.9895443467,0.32974139790886836,332,0.000979690608105567,0.0005722326539356911,0.5150602409638554,1.1533675044424188,-0.16792396776490293,0.7927233942476749,1.074004392909603,99.02710843373494,117,0.315917985961508,79.61133246230001,657710794.8191826,1315421.5896383654,6560,0.9980894302439025,4,24,4,0.005026545699830321,0.4768292682926829,1648706.9895443453,delay_if_exit_blocked_max5
