dimension_type,dimension_value,trade_count,cumulative_return_5bp,cumulative_return_10bp,cumulative_return_10bp_impact,mean_trade_return_5bp,mean_trade_return_10bp,mean_trade_return_10bp_impact,decay_5bp_to_10bp_sum,decay_10bp_to_impact_sum,decay_5bp_to_10bp_contribution,decay_10bp_to_impact_contribution,avg_participation
stock,603344.SH,2,0.04514121652534686,0.043052498019625185,0.04252854637121617,0.022372986652948512,0.021350867662481288,0.021094651798800212,0.002044237980934449,0.0005124317273621504,0.003521787231025958,0.004812887653462882,0.009199137314840098
stock,002677.SZ,2,-0.009662083421975165,-0.011641277334307198,-0.01214803536043485,-0.0048336926675533465,-0.005828611737869971,-0.006083848400850356,0.001989838140633249,0.0005104733259607697,0.003428067877051798,0.004794493854988011,0.011521722341380236
stock,300978.SZ,2,-0.006697540565037685,-0.008682659127004055,-0.009183292902338769,-0.0033285069660376476,-0.004324930848110642,-0.004576813296469029,0.0019928477641459885,0.000503764896716774,0.0034332528182162885,0.004731486600443567,0.0122493374887456
stock,300542.SZ,2,0.0016255504141398092,-0.00037620187528697446,-0.0008625883114000699,0.0008618801549713506,-0.00013873307317185946,-0.00038246083184334534,0.00200122645628642,0.00048745551734297177,0.003447687522623542,0.004578304807762842,0.00802609712152193
stock,603777.SH,1,-0.000280294835458883,-0.0012797661723711329,-0.0017639972455888442,-0.000280294835458883,-0.0012797661723711329,-0.0017639972455888442,0.0009994713369122499,0.0004842310732177113,0.0017218765256014855,0.00454802001763161,0.06019744762822056
stock,002983.SZ,2,-0.03619723881744252,-0.03812340212563181,-0.03858571722574988,-0.018258510877507572,-0.01924000846484769,-0.019475713911691506,0.0019629951746802377,0.00047141089368762934,0.0033818231562228827,0.004427609667372595,0.007807781288722518
stock,300155.SZ,1,0.009722113987862713,0.00871264272710448,0.008243020835174697,0.009722113987862713,0.00871264272710448,0.008243020835174697,0.0010094712607582323,0.00046962189192978343,0.00173910426740086,0.004410806912951663,0.04380982444273205
stock,300946.SZ,2,0.008783379672386848,0.006767322435269119,0.006298130757508957,0.00438459198343133,0.0033804569186349775,0.003146762844948303,0.002008270129592704,0.00046738814737334877,0.003459822273538526,0.004389827022319215,0.011017026268790297
stock,688118.SH,2,0.028468821384762366,0.026413422721100588,0.02594110437067143,0.014142592708593749,0.01312870206732919,0.01289567682998427,0.0020277812825291175,0.0004660504746898386,0.0034934358400190027,0.00437726326406798,0.0076314771011456025
stock,600981.SH,1,-0.00557874427490157,-0.006572918478709888,-0.007033141719693714,-0.00557874427490157,-0.006572918478709888,-0.007033141719693714,0.0009941742038083179,0.00046022324098382583,0.0017127506919654503,0.004322532419625769,0.03681744436812336
stock,300837.SZ,2,-0.022269393292820294,-0.024223391450724052,-0.024672139095315626,-0.011196572342462185,-0.012185130113884335,-0.012412363450326758,0.001977115542844299,0.00045446667288484566,0.0034061495471623777,0.004268465284336311,0.010386539569580834
stock,688376.SH,2,0.007835009847904306,0.00582084793131421,0.005368343071749271,0.003913003809219995,0.002909340215437206,0.0026835677836607452,0.0020073271875655774,0.0004515448635529218,0.0034581977849898814,0.0042410229162929075,0.007383770324746809
stock,603315.SH,2,0.020086756132953187,0.018048109057049233,0.017593637520458394,0.01020682129622369,0.00919686544857684,0.008972394140608131,0.002019911695293697,0.0004489426159374199,0.003479878215076294,0.004216581952255857,0.007037968316244085
stock,002647.SZ,1,0.04575473355230808,0.04470923862385323,0.044262044535486655,0.04575473355230808,0.04470923862385323,0.044262044535486655,0.0010454949284548487,0.0004471940883665759,0.0018011653845955776,0.004200159341577992,0.07335949822103217
stock,688560.SH,2,0.03957771043105196,0.037500110612405324,0.037062007795056084,0.019609373685463338,0.018590017621377353,0.018375052112883483,0.002038712128171971,0.00042993101698773906,0.0035122673620669983,0.004038020233744543,0.008502398317752001
stock,300546.SZ,2,0.0005231579415754251,-0.00147639121250287,-0.0018982212067255588,0.000261836712595942,-0.0007381766211783103,-0.0009492938193373379,0.0020000266675485046,0.00042223439631805526,0.003445620541823592,0.00396573163681243,0.006122302728831901
stock,301286.SZ,3,0.03245042191569092,0.029356934930128142,0.02892782834381835,0.010779486226325,0.009768957856019575,0.009628482086989298,0.0030315851109162795,0.000421427307090827,0.00522277632690933,0.003958151251817602,0.0026503448925976544
stock,301019.SZ,2,0.005193489917942218,0.0031846070884977706,0.002769583658601027,0.0028443057328691457,0.001841710571657773,0.0016338436682908353,0.002005190322422745,0.0004157338067338756,0.0034545164208607346,0.003904676464622016,0.005897036500075684
stock,002853.SZ,1,-0.0020534761127395385,-0.0030511747088998176,-0.003461458148541263,-0.0020534761127395385,-0.0030511747088998176,-0.003461458148541263,0.0009976985961602791,0.00041028343964144565,0.0017188224703484098,0.0038534852461917456,0.04449796477008106
stock,605339.SH,1,0.01982219102953242,0.018802622200974506,0.01839717585744083,0.01982219102953242,0.018802622200974506,0.01839717585744083,0.0010195688285579152,0.0004054463435336775,0.0017565002289635573,0.00380805402307929,0.02239349380827578
stock,301189.SZ,2,-0.008419222907694812,-0.01040090068126498,-0.010796510501559609,-0.0039753589981252335,-0.004971136188868686,-0.005172875779915154,0.001991554381486904,0.0004034791820929362,0.003431024594997624,0.0037895779481117056,0.007568148459141136
stock,301595.SZ,2,0.017040605956341492,0.015008046622595472,0.014602078535014273,0.00878389527634077,0.007775362001205044,0.007575012349429533,0.0020170665502714513,0.000400699303551022,0.0034749766353662933,0.003763468629741866,0.0055363153688733615
stock,688292.SH,2,0.007987172997588221,0.005972706982393161,0.005569246789873139,0.004239589770045349,0.0032355996714382718,0.0030352681041491136,0.002007980197214154,0.00040066313457831626,0.0034593227817190015,0.003763128921654176,0.005516854188845356
stock,301209.SZ,2,-0.036101502466134416,-0.03802785710376877,-0.038419709643770616,-0.01820869017984189,-0.019190237575502422,-0.019390313249896707,0.001963094791321063,0.00040015134878856884,0.0033819947745065302,0.0037583221008092357,0.006199365295138384
stock,000955.SZ,2,-0.03187156058867102,-0.03380636878046406,-0.03419702671293667,-0.015972293080215194,-0.016956076317369506,-0.01715519412874178,0.001967566474308624,0.00039823562274454716,0.0033896985331655837,0.0037403291200229912,0.005285704044748633
stock,002357.SZ,2,-0.01125101297023523,-0.013227031401111478,-0.013619899937198587,-0.005570610293354872,-0.006564792629123961,-0.006763169385023415,0.0019883646715381786,0.0003967535117989085,0.003425529403208377,0.0037264087612894556,0.006632486739164552
stock,002718.SZ,3,-0.041639340671764224,-0.044510835674503424,-0.04489464728874892,-0.014061154863791595,-0.015046848764363204,-0.015178768417570229,0.0029570817017148254,0.0003957589596210731,0.005094422799756076,0.003717067677117972,0.003343030954281737
stock,601089.SH,2,-0.011058062559126447,-0.01303446660209795,-0.013427372489805633,-0.005540675659236827,-0.006534887922203081,-0.006732691321814421,0.0019884245259325084,0.00039560679922268083,0.003425632519598757,0.003715638548389862,0.0067039747673361925
stock,300350.SZ,2,-0.0014979809732196259,-0.003493490873858085,-0.0038853796994064993,-0.0007492584471787134,-0.0017482609369875446,-0.0019445705078973696,0.0019980049796176624,0.0003926191418196501,0.003442137603532472,0.0036875777187026686,0.00587475303232312
stock,600173.SH,2,0.05193160616061432,0.04982931703661864,0.04943112364130009,0.025637495506834473,0.024612112818541143,0.024417803959502438,0.0020507653765866607,0.00038861771807741086,0.0035330325453554108,0.003649995340608258,0.006034332958107478
stock,301046.SZ,1,0.0076182178725132665,0.0066108499851831315,0.006230268318633714,0.0076182178725132665,0.0066108499851831315,0.006230268318633714,0.001007367887330135,0.0003805816665494177,0.0017354806023725023,0.0035745187236923505,0.028297448289672775
stock,300687.SZ,2,-0.02002248857352984,-0.02198097717865133,-0.022352249783105016,-0.009960704487206984,-0.010950497819448068,-0.011139274481766437,0.001979586664482169,0.00037755332463673685,0.003410406764136003,0.003546075774858885,0.00838908033590989
stock,301082.SZ,2,-0.014562657917844501,-0.016532058014301354,-0.016900891773184545,-0.007291055043545935,-0.008283517361988513,-0.008469539708839402,0.0019849246368851547,0.0003720446937017785,0.003419602955197775,0.003494337327766971,0.005019364858392081
