run,avg_daily_return,cumulative_return,daily_win_rate,max_drawdown
687,-0.000835868168142922,-0.05141455920120386,0.46551724137931033,-0.0975526176260153
688,-0.0007877897428651431,-0.04809134064680898,0.43103448275862066,-0.07716042263673462
689,-0.002377273704638987,-0.1326685860198914,0.41379310344827586,-0.1400708602382711
690,-0.0002698494457482941,-0.020313493195326382,0.46551724137931033,-0.09582269488187711
691,-0.00279654440522522,-0.1534350578496957,0.41379310344827586,-0.16016517814422826
692,-0.001727932355499403,-0.09918910197037656,0.4482758620689655,-0.13375068714502814
693,-0.0008459647030835069,-0.05220595386311755,0.39655172413793105,-0.08526859433336498
694,-0.0027530244648769943,-0.15133419238445744,0.41379310344827586,-0.16980537827727493
695,0.000529207014531245,0.0270325745973492,0.5344827586206896,-0.0607835065150788
696,-0.002086333974224427,-0.11721540707686107,0.43103448275862066,-0.14618380764980055
697,-0.0018097854911833704,-0.10326302891382644,0.4482758620689655,-0.12980156735768988
698,-0.0012774840281175946,-0.07495982761289943,0.4827586206896552,-0.09942739867021255
699,-0.000998282218424183,-0.05983203671049653,0.43103448275862066,-0.07731804544893017
700,-0.0004360654051101345,-0.02956746892774409,0.5517241379310345,-0.10859804225161707
701,-0.0022412031836130117,-0.12524599313107532,0.3448275862068966,-0.14941954875442232
702,-0.001987675266412217,-0.11257623038566178,0.41379310344827586,-0.11271805130726231
703,-0.0011324395526998488,-0.0666276539341476,0.3793103448275862,-0.08226278948699162
704,-0.0007477111074024682,-0.04556600000877897,0.4827586206896552,-0.08461389109197504
705,-0.001577578550073401,-0.09050393831446757,0.41379310344827586,-0.10490975331901609
706,-0.0011218282790835044,-0.06647252684515415,0.4482758620689655,-0.09674711558841398
707,-0.0018006918519278175,-0.10284333443514848,0.39655172413793105,-0.12261503471179325
708,-0.00018507908383532228,-0.013998474975952968,0.5344827586206896,-0.07923617031400532
709,-0.0007976077428503921,-0.04923803394308668,0.41379310344827586,-0.08701480332575384
710,0.0002524647206731835,0.010932588964355228,0.4827586206896552,-0.05993683211224354
711,-0.0010820947999682449,-0.064307889318721,0.4827586206896552,-0.09242117360273017
712,-0.0018200820735757395,-0.10403507095958642,0.41379310344827586,-0.12908874237362
713,-2.8572096997046468e-06,-0.004483140655233253,0.5344827586206896,-0.07529839879703926
714,-0.0018876720424813418,-0.10761842901429264,0.43103448275862066,-0.12691590157018173
715,-0.001802954994766554,-0.10264113758841331,0.46551724137931033,-0.1176298494356881
716,0.0005109619394579269,0.025739781815127927,0.4827586206896552,-0.05320562473284152
717,-0.0008084100872632624,-0.05047531431382879,0.46551724137931033,-0.10721899507441646
718,-0.002289855513840488,-0.12870050673604616,0.43103448275862066,-0.14257942338108998
719,-0.002282127538415842,-0.12690533055272346,0.4482758620689655,-0.1310314370556851
720,-0.0025922516506119383,-0.14200121051837566,0.3620689655172414,-0.14801678367588544
721,-0.0007965178713381108,-0.04859595320472243,0.4482758620689655,-0.09505793603717039
722,-0.0019569858633118643,-0.11084652947579232,0.39655172413793105,-0.13817985343817463
723,-0.0011854469976836286,-0.07050277761386903,0.5,-0.08761790363007416
724,-0.0024701839628770623,-0.13747029531825739,0.3620689655172414,-0.14361291560869893
725,-0.0015806105131085256,-0.09028478249830307,0.43103448275862066,-0.1095305100273648
726,-0.0014387700511950998,-0.08412557202248072,0.39655172413793105,-0.14628765067896288
727,-0.0014938823658691004,-0.0865757925603935,0.46551724137931033,-0.11238745311129084
728,-0.0001445596885779352,-0.012468382087261864,0.5172413793103449,-0.08301317131750552
729,-0.0032333924858629444,-0.17539467767886352,0.3275862068965517,-0.18440588764269716
730,-0.0018621744825183875,-0.10683156429357932,0.43103448275862066,-0.13807165593810988
731,-0.0008356572819061914,-0.05095102990832434,0.41379310344827586,-0.07870845915554148
732,-0.0014023434418856736,-0.08129802975798939,0.43103448275862066,-0.10872707289587913
733,-0.0015326966008501234,-0.08880442930327237,0.41379310344827586,-0.09944563768523118
734,-0.0021248569344262907,-0.11915692302029746,0.4827586206896552,-0.12968703134485382
735,-0.0019811554973358995,-0.11198285503237537,0.46551724137931033,-0.13713269323184396
736,-0.0014458318641185953,-0.08347238223111919,0.39655172413793105,-0.088525897703157
737,-0.002094803864703333,-0.11826448471765905,0.3620689655172414,-0.14351952219422404
738,-0.0027989585972258047,-0.15373981921077762,0.39655172413793105,-0.16693068833864189
739,-0.003502555062400191,-0.186665317467004,0.3793103448275862,-0.19227706603497374
740,-0.0006141994556918099,-0.03929493765261505,0.46551724137931033,-0.080099338849279
741,-0.0010011027288979006,-0.06034072919508382,0.4482758620689655,-0.09063257932059965
742,-7.543702667040451e-05,-0.0081220668698756,0.5,-0.06795538314639737
743,-0.0019304782086026766,-0.10887577803279846,0.3620689655172414,-0.11613591144732849
744,-0.002037360459510245,-0.11543302624799456,0.43103448275862066,-0.14236158198792548
745,-0.0018654302542026326,-0.10619045581990616,0.3620689655172414,-0.12212982817170426
746,-0.002181643113322787,-0.12246879323355386,0.3275862068965517,-0.142919953887103
747,-0.0020459719041770346,-0.11545851215289904,0.4482758620689655,-0.14448694176397237
748,-0.0012028321079920019,-0.07170221715630742,0.46551724137931033,-0.10141044240863162
749,-0.001125677762374834,-0.06793575636755567,0.4482758620689655,-0.12445460389147323
750,-0.001743174781856928,-0.09956538440146123,0.3448275862068966,-0.13127913223380516
751,-0.0031958097228538614,-0.17288808362668917,0.39655172413793105,-0.1836825277792813
752,-0.0016386740476219024,-0.09356317304027217,0.3793103448275862,-0.09588741469723894
753,-0.001909002209099162,-0.10931588055461128,0.4827586206896552,-0.1217307210300902
754,-0.0017914313741831508,-0.10285838539254566,0.43103448275862066,-0.1297921117523433
755,-0.0006357467860988288,-0.03969926109890998,0.41379310344827586,-0.08694992381105227
756,0.00041772664707714744,0.02027250756732779,0.4827586206896552,-0.0821352239064167
757,-0.0009967211403946114,-0.060051980577419894,0.46551724137931033,-0.09368215390709367
758,-0.00013942946912301257,-0.011660730250911855,0.43103448275862066,-0.06835949788156936
