ts_code,trade_date,target_return,target_return_before_repair,target_return_after_repair,delta
002185.SZ,20250924,-0.002469109206830633,0.09745338168020345,-0.002469109206830633,-0.09992249088703409
601211.SH,20240905,-0.001631872988929528,0.09820493971217759,-0.001631872988929528,-0.09983681270110711
000612.SZ,20250228,0.0022715333897991297,0.10208280642446765,0.0022715333897991297,-0.09981127303466852
601519.SH,20250314,-0.0008291810129836819,0.09897698831866442,-0.0008291810129836819,-0.0998061693316481
000859.SZ,20241129,-0.002112143907453401,0.09767664170180113,-0.002112143907453401,-0.09978878560925453
003041.SZ,20251104,-0.0014824451332465793,0.09830451362696113,-0.0014824451332465793,-0.09978695876020771
605255.SH,20250814,-0.0006714608642525155,0.09911134371912156,-0.0006714608642525155,-0.09978280458337407
603216.SH,20251105,-0.002281190666887256,0.09749069026642387,-0.002281190666887256,-0.09977188093331113
603690.SH,20250214,-0.0022726682424416556,0.09746181229047957,-0.0022726682424416556,-0.09973448053292122
002123.SZ,20241231,-0.0022915410735889763,0.09738700986448001,-0.0022915410735889763,-0.09967855093806899
603160.SH,20241122,-0.003230840169387128,0.09644590235542427,-0.003230840169387128,-0.0996767425248114
002049.SZ,20251229,-0.0032917531006098066,0.09636640944033781,-0.0032917531006098066,-0.09965816254094761
603019.SH,20250523,-0.003532452045380996,0.09611433790845259,-0.003532452045380996,-0.09964678995383358
002725.SZ,20250224,-0.002018141389933392,0.09762312908449933,-0.002018141389933392,-0.09964127047443272
002235.SZ,20251128,-0.00524625546542401,0.09433619689379635,-0.00524625546542401,-0.09958245235922036
600718.SH,20241216,6.836842902591123e-05,0.09957721966936739,6.836842902591123e-05,-0.09950885124034148
000670.SZ,20260105,-0.0013559946158004932,0.09812083386360881,-0.0013559946158004932,-0.09947682847940931
002208.SZ,20240906,0.000646127999870405,0.10011393396407198,0.000646127999870405,-0.09946780596420157
002995.SZ,20241029,-0.005555467049112028,0.09388898624597664,-0.005555467049112028,-0.09944445329508866
603268.SH,20260416,-0.001998501124156782,0.09742932622610345,-0.001998501124156782,-0.09942782735026023
000408.SZ,20250109,-0.00606876115114674,0.09332436273373879,-0.00606876115114674,-0.09939312388488553
601198.SH,20251119,-0.0038580481500101182,0.09552858318119561,-0.0038580481500101182,-0.09938663133120573
000796.SZ,20241025,-0.006495214650053427,0.09285526388494136,-0.006495214650053427,-0.09935047853499479
600518.SH,20240702,0.0065034619931629845,0.10558903265266295,0.0065034619931629845,-0.09908557065949997
002217.SZ,20250620,-0.0014735415221132087,0.09651269973038956,-0.0014735415221132087,-0.09798624125250277
688585.SH,20250730,-0.02169647410314901,0.07327942248622477,-0.02169647410314901,-0.09497589658937378
