universe,horizon,factor,decile,days,observations,mean_daily_return,median_daily_return,positive_daily_rate
screened,5d,turnover_rate,5,2027,859431,0.0039576067155165226,0.004648477678858799,0.5643808584114455
screened,5d,turnover_rate,6,2027,858757,0.004155572982842874,0.004002879896917563,0.555007400098668
screened,5d,turnover_rate,7,2027,859003,0.004168803264065512,0.004083370694223994,0.5456339417858905
screened,5d,turnover_rate,8,2027,859206,0.004046650021643695,0.003969511875542834,0.5481006413418845
screened,5d,turnover_rate,9,2027,859017,0.004008958320532071,0.004273078746646556,0.5436605821410952
screened,5d,turnover_rate,10,2027,860013,0.0005812537207518213,0.00038739378494735547,0.5046867291563888
screened,5d,log_amount,1,2027,859179,0.005341686065740631,0.005600499262281187,0.5781943759250123
screened,5d,log_amount,2,2027,860207,0.005049959318665176,0.005779262127341929,0.5722742969906266
screened,5d,log_amount,3,2027,860011,0.004679549761187303,0.005000560936033835,0.5717809570794278
screened,5d,log_amount,4,2027,860186,0.004401653779542626,0.005313694379205523,0.5643808584114455
screened,5d,log_amount,5,2027,860388,0.003948544032831348,0.0043844703625391885,0.5574740996546621
screened,5d,log_amount,6,2027,859803,0.003355597935761436,0.0037198642555923717,0.5540207202762704
screened,5d,log_amount,7,2027,859982,0.0027719762021819454,0.0032032522593964034,0.5377405032067094
screened,5d,log_amount,8,2027,860214,0.0023300153411238964,0.002427966637199859,0.5323137641835225
screened,5d,log_amount,9,2027,860004,0.0013774670328028594,0.0015963357419704084,0.5204736063147508
screened,5d,log_amount,10,2027,861015,0.00029209614331656157,0.0006469759448023198,0.5076467686235816
screened,5d,log_total_mv,1,2027,858170,0.007357780466794291,0.006832647460116218,0.5860878145041933
screened,5d,log_total_mv,2,2027,859221,0.005248754482923414,0.005793507446528423,0.5722742969906266
screened,5d,log_total_mv,3,2027,858997,0.004240509015116813,0.004880506988234908,0.5624074987666502
screened,5d,log_total_mv,4,2027,859203,0.003572768601619432,0.0037336133944715667,0.5451406018746917
screened,5d,log_total_mv,5,2027,859391,0.0027743153429435714,0.003010271859485699,0.5367538233843118
screened,5d,log_total_mv,6,2027,858796,0.0023309578940548257,0.0023646947252252476,0.5313270843611249
screened,5d,log_total_mv,7,2027,858999,0.0022076425494599304,0.0026441374363680545,0.5377405032067094
screened,5d,log_total_mv,8,2027,859200,0.0020771963743266447,0.002530356280733566,0.538727183029107
screened,5d,log_total_mv,9,2027,859017,0.0019172354467530898,0.0024609485152974203,0.5382338431179082
screened,5d,log_total_mv,10,2027,860010,0.001704217811847105,0.002018172653771094,0.5337937839171188
screened,10d,stock_ret_1d,1,2021,855665,0.003648492014711726,0.0020267114367631756,0.5175655616031668
screened,10d,stock_ret_1d,2,2021,856511,0.005923905604630505,0.005573414247995681,0.5586343394359228
screened,10d,stock_ret_1d,3,2021,856046,0.006447667382438883,0.007352035927136806,0.5774369124195943
screened,10d,stock_ret_1d,4,2021,856978,0.00661469312032249,0.007018458403292738,0.58683819891143
screened,10d,stock_ret_1d,5,2021,856567,0.006729822687098125,0.007800250789557621,0.5912914398812469
screened,10d,stock_ret_1d,6,2021,855854,0.006866905837778295,0.008579569643570305,0.5893122216724394
screened,10d,stock_ret_1d,7,2021,857434,0.006960501453003467,0.008751619009815286,0.5833745670460169
screened,10d,stock_ret_1d,8,2021,856132,0.006851091436126044,0.007518034759987098,0.5813953488372093
screened,10d,stock_ret_1d,9,2021,856469,0.005914012989542297,0.006051563509951943,0.5616031667491341
screened,10d,stock_ret_1d,10,2021,857382,0.0026328936811879805,0.0022659960541909305,0.5239980207817911
screened,10d,stock_ret_5d,1,2017,854305,0.004946962340398085,0.0042233518792652944,0.5394149727317799
screened,10d,stock_ret_5d,2,2017,855371,0.006154959701907679,0.00685696735273312,0.5592464055528011
screened,10d,stock_ret_5d,3,2017,855087,0.006590384419420944,0.006843229301195848,0.5751115518096183
screened,10d,stock_ret_5d,4,2017,855535,0.0065767614575281364,0.00773172028604977,0.587010411502231
screened,10d,stock_ret_5d,5,2017,855351,0.00676146063267989,0.008455080712098623,0.5884977689638077
screened,10d,stock_ret_5d,6,2017,854909,0.006885992053439396,0.00782026356069006,0.5880019831432821
screened,10d,stock_ret_5d,7,2017,855083,0.007089289621772556,0.008142767081007056,0.5865146256817055
screened,10d,stock_ret_5d,8,2017,855341,0.007036622833804716,0.007717764453167216,0.585027268220129
screened,10d,stock_ret_5d,9,2017,855112,0.005979463164334036,0.006698006231257836,0.5666831928606841
screened,10d,stock_ret_5d,10,2017,856133,0.0011166080506691096,0.001254008240042517,0.5111551809618244
screened,10d,stock_ret_20d,1,2002,849549,0.007296597215710388,0.005925224045351683,0.5464535464535465
screened,10d,stock_ret_20d,2,2002,850531,0.00717421377980755,0.0065185819312148655,0.564935064935065
screened,10d,stock_ret_20d,3,2002,850355,0.0072706173714671505,0.007122502577250387,0.5854145854145855
screened,10d,stock_ret_20d,4,2002,850466,0.007494227761073998,0.008627891377666005,0.5864135864135864
screened,10d,stock_ret_20d,5,2002,850792,0.007596607328011594,0.008929682594490743,0.5894105894105894
screened,10d,stock_ret_20d,6,2002,850128,0.007638429372683633,0.008816690822261684,0.5924075924075924
screened,10d,stock_ret_20d,7,2002,850290,0.007556312967381604,0.008963795836176701,0.5899100899100899
screened,10d,stock_ret_20d,8,2002,850571,0.006812804033446145,0.007612886229246484,0.5764235764235764
screened,10d,stock_ret_20d,9,2002,850333,0.004959442636319322,0.004876401605038689,0.5484515484515484
screened,10d,stock_ret_20d,10,2002,851331,0.000578693171048126,0.0005951287839589205,0.505994005994006
screened,10d,stock_ret_60d,1,1962,836624,0.007415026039092844,0.00568045057439804,0.5448521916411825
screened,10d,stock_ret_60d,2,1962,837589,0.007100357422544935,0.007350676808666233,0.5667686034658511
screened,10d,stock_ret_60d,3,1962,837393,0.006980254065253045,0.007499406818006685,0.5769622833843018
screened,10d,stock_ret_60d,4,1962,837568,0.006861281104607669,0.008176435756118903,0.5835881753312946
screened,10d,stock_ret_60d,5,1962,837818,0.006857553720053161,0.008113943157855616,0.5815494393476045
screened,10d,stock_ret_60d,6,1962,837127,0.007055009169655419,0.008744302453588162,0.589704383282365
screened,10d,stock_ret_60d,7,1962,837424,0.0068207604871903,0.008068256200719631,0.5922528032619776
screened,10d,stock_ret_60d,8,1962,837592,0.00598194767090433,0.007351339495954101,0.5739041794087666
screened,10d,stock_ret_60d,9,1962,837388,0.005251601652677714,0.0055362553256737505,0.5479102956167177
screened,10d,stock_ret_60d,10,1962,838383,0.0011634892347438597,0.0005783476200175852,0.5061162079510704
screened,10d,stock_rel_industry_ret_1d,1,2021,855621,0.004334878822389456,0.0037933562059776884,0.5264720435428006
screened,10d,stock_rel_industry_ret_1d,2,2021,856589,0.0062880558968485285,0.006749272229046172,0.5611083621969322
screened,10d,stock_rel_industry_ret_1d,3,2021,856401,0.00678974762942669,0.00688271850843294,0.5769421078673924
screened,10d,stock_rel_industry_ret_1d,4,2021,856594,0.006741718342832658,0.008021696025988538,0.5873330034636318
screened,10d,stock_rel_industry_ret_1d,5,2021,856821,0.006675718354720636,0.0075400357207933266,0.5818901533894112
screened,10d,stock_rel_industry_ret_1d,6,2021,856153,0.006628409075219445,0.008029964931356357,0.590796635329045
screened,10d,stock_rel_industry_ret_1d,7,2021,856455,0.006551665957021878,0.007967711839307846,0.5818901533894112
screened,10d,stock_rel_industry_ret_1d,8,2021,856579,0.006283999115978379,0.007419516235653041,0.5848589807026224
screened,10d,stock_rel_industry_ret_1d,9,2021,856408,0.0056134816588791344,0.006128844864300099,0.5616031667491341
screened,10d,stock_rel_industry_ret_1d,10,2021,857417,0.002694070439372361,0.0021899622410227752,0.5185551707075705
screened,10d,stock_rel_industry_ret_5d,1,2017,854332,0.005548984013775527,0.005825424158797113,0.5453644025780863
screened,10d,stock_rel_industry_ret_5d,2,2017,855320,0.006872214921724112,0.006650296380190261,0.5642042637580565
screened,10d,stock_rel_industry_ret_5d,3,2017,855122,0.0071309358005220555,0.007132152378291549,0.5840356965790778
screened,10d,stock_rel_industry_ret_5d,4,2017,855323,0.007112261940843502,0.007807201345006726,0.587010411502231
screened,10d,stock_rel_industry_ret_5d,5,2017,855528,0.006829849651939663,0.008549830851368746,0.5899851264253843
screened,10d,stock_rel_industry_ret_5d,6,2017,854901,0.006710878218366274,0.008178321841640772,0.5959345562716907
screened,10d,stock_rel_industry_ret_5d,7,2017,855130,0.006269282139943179,0.007302217492935351,0.5855230540406544
screened,10d,stock_rel_industry_ret_5d,8,2017,855304,0.006273610488965849,0.007653586419215298,0.5815567674764501
screened,10d,stock_rel_industry_ret_5d,9,2017,855135,0.005417890171200078,0.005444884489191694,0.5622211204759544
screened,10d,stock_rel_industry_ret_5d,10,2017,856132,0.0009731811847353252,0.0005625068686241465,0.5081804660386713
screened,10d,stock_rel_industry_ret_20d,1,2002,849549,0.007714028679709423,0.00615300383218997,0.5534465534465535
screened,10d,stock_rel_industry_ret_20d,2,2002,850527,0.00824943712351882,0.007768898704441052,0.5749250749250749
screened,10d,stock_rel_industry_ret_20d,3,2002,850344,0.007969301963910198,0.00806935935605686,0.5859140859140859
screened,10d,stock_rel_industry_ret_20d,4,2002,850531,0.007939273004450097,0.008621232331619714,0.5889110889110889
screened,10d,stock_rel_industry_ret_20d,5,2002,850732,0.0074535125255964065,0.008251948756956529,0.5909090909090909
screened,10d,stock_rel_industry_ret_20d,6,2002,850107,0.006931694615640974,0.008138650856598536,0.5909090909090909
screened,10d,stock_rel_industry_ret_20d,7,2002,850349,0.006587157219396663,0.00870578983312972,0.5994005994005994
screened,10d,stock_rel_industry_ret_20d,8,2002,850530,0.005901380147648212,0.007513270101425322,0.5849150849150849
screened,10d,stock_rel_industry_ret_20d,9,2002,850342,0.004828536632166924,0.005512853660210976,0.554945054945055
screened,10d,stock_rel_industry_ret_20d,10,2002,851335,0.000802999993457338,0.001614482878130288,0.510989010989011
screened,10d,stock_rel_industry_ret_60d,1,1962,836625,0.007617120065730995,0.006281594136866547,0.555045871559633
screened,10d,stock_rel_industry_ret_60d,2,1962,837579,0.007340262425782538,0.00784406870640318,0.5749235474006116
screened,10d,stock_rel_industry_ret_60d,3,1962,837395,0.007072333102089226,0.007637132548081916,0.5851172273190621
screened,10d,stock_rel_industry_ret_60d,4,1962,837597,0.006989992296484176,0.008218857592983696,0.582059123343527
screened,10d,stock_rel_industry_ret_60d,5,1962,837764,0.006867625967089485,0.008399837787304174,0.5948012232415902
screened,10d,stock_rel_industry_ret_60d,6,1962,837179,0.00645610909850546,0.0079780465058997,0.5840978593272171
screened,10d,stock_rel_industry_ret_60d,7,1962,837407,0.006123326785036869,0.0071948592182458785,0.5876656472986749
screened,10d,stock_rel_industry_ret_60d,8,1962,837584,0.005862993738895121,0.0067232119509762905,0.5779816513761468
screened,10d,stock_rel_industry_ret_60d,9,1962,837392,0.005446950200059397,0.005765898950457569,0.5601427115188583
screened,10d,stock_rel_industry_ret_60d,10,1962,838384,0.0017094417398828558,0.0010913882649201119,0.5152905198776758
screened,10d,industry_ret_5d,1,2017,852883,0.00382316879172855,0.004776775914413002,0.5498264749628161
screened,10d,industry_ret_5d,2,2017,857957,0.004973629128853132,0.0053581541128377985,0.5577590480912246
screened,10d,industry_ret_5d,3,2017,856104,0.005017040456878144,0.004544948982103819,0.5438770451165097
screened,10d,industry_ret_5d,4,2017,854159,0.005510311375496455,0.006351159278152938,0.5617253346554288
screened,10d,industry_ret_5d,5,2017,854993,0.006414103112330672,0.006593125463761429,0.5622211204759544
screened,10d,industry_ret_5d,6,2017,855143,0.00630210830261408,0.0067339150155426835,0.5572632622706991
screened,10d,industry_ret_5d,7,2017,857319,0.007107443338842221,0.006490199360597833,0.5617253346554288
screened,10d,industry_ret_5d,8,2017,856392,0.007221705523684994,0.007753947633842808,0.5780862667327714
screened,10d,industry_ret_5d,9,2017,851912,0.007425273698615953,0.007250893101975081,0.56271690629648
screened,10d,industry_ret_5d,10,2017,855946,0.005152372488715823,0.00463689292110366,0.5433812592959841
screened,10d,industry_ret_20d,1,2002,849532,0.004320722163161502,0.005041817212042449,0.5469530469530469
screened,10d,industry_ret_20d,2,2002,851664,0.0054347631099053535,0.006123559743624905,0.551948051948052
screened,10d,industry_ret_20d,3,2002,847838,0.006368880176878353,0.006829926953264247,0.5774225774225774
screened,10d,industry_ret_20d,4,2002,854549,0.006507484877404734,0.007193028452914045,0.5699300699300699
screened,10d,industry_ret_20d,5,2002,845518,0.007505972181928494,0.007148720403103467,0.5684315684315684
screened,10d,industry_ret_20d,6,2002,855814,0.007334103972172141,0.0065911751415120064,0.5674325674325674
screened,10d,industry_ret_20d,7,2002,851671,0.0073405366457428255,0.0069639719596532815,0.557942057942058
screened,10d,industry_ret_20d,8,2002,850947,0.0072026584067805596,0.0074841906657839505,0.560939060939061
screened,10d,industry_ret_20d,9,2002,847843,0.007215660602929865,0.00793106157743799,0.5684315684315684
screened,10d,industry_ret_20d,10,2002,852154,0.005108313050021352,0.0040492162396138474,0.538961038961039
screened,10d,industry_ret_60d,1,1962,836640,0.005484756254943473,0.004692231757225531,0.5499490316004078
screened,10d,industry_ret_60d,2,1962,839517,0.006034145761669831,0.005682440670405192,0.5662589194699287
screened,10d,industry_ret_60d,3,1962,840332,0.006762889117578914,0.005958471125338628,0.5586136595310908
screened,10d,industry_ret_60d,4,1962,836162,0.006626894448755428,0.006488179217427451,0.5693170234454639
screened,10d,industry_ret_60d,5,1962,842808,0.006086057870937852,0.0071520247954236045,0.5682976554536188
screened,10d,industry_ret_60d,6,1962,836384,0.00626425455742698,0.006725328338385428,0.5672782874617737
screened,10d,industry_ret_60d,7,1962,838245,0.0061626658534334805,0.006640734420727814,0.5677879714576962
screened,10d,industry_ret_60d,8,1962,836798,0.00708031967444139,0.006520512577968205,0.5642201834862385
screened,10d,industry_ret_60d,9,1962,836892,0.006449988305047258,0.007444946769240791,0.5586136595310908
screened,10d,industry_ret_60d,10,1962,843739,0.004072558427406442,0.0035347339236939048,0.5305810397553516
screened,10d,industry_breadth_20d,1,2013,855640,0.003052821366499369,0.004483885184144176,0.5439642324888226
screened,10d,industry_breadth_20d,2,2013,852924,0.004733069980895205,0.006077665799697074,0.5563835072031793
screened,10d,industry_breadth_20d,3,2013,851720,0.005856320822400899,0.006089345735541246,0.5648286140089419
screened,10d,industry_breadth_20d,4,2013,850482,0.005614582582896028,0.00573478128430743,0.561351217088922
screened,10d,industry_breadth_20d,5,2013,860170,0.005689240053369604,0.004995862036145798,0.5494287133631396
screened,10d,industry_breadth_20d,6,2013,851910,0.0069454898524988545,0.007153942128134702,0.5608544461003477
screened,10d,industry_breadth_20d,7,2013,851975,0.007014898814937747,0.00707082419474387,0.5573770491803278
screened,10d,industry_breadth_20d,8,2013,858386,0.007592643218640061,0.008547063543411075,0.5717834078489816
screened,10d,industry_breadth_20d,9,2013,854586,0.0070812353063506375,0.007509569300871635,0.5618479880774963
screened,10d,industry_breadth_20d,10,2013,852757,0.005485735976824754,0.0056551234744797825,0.5509190263288624
screened,10d,industry_breadth_60d,1,1993,844786,0.0049429124253114335,0.0049219898982168315,0.5434019066733567
screened,10d,industry_breadth_60d,2,1993,849397,0.005049762761182925,0.006332337481834311,0.5614651279478173
screened,10d,industry_breadth_60d,3,1993,850528,0.006513943453370423,0.006850925576296677,0.5725037631710989
screened,10d,industry_breadth_60d,4,1993,842471,0.00637445709036971,0.007940188348388015,0.562468640240843
screened,10d,industry_breadth_60d,5,1993,855407,0.0077542133759108635,0.0069138281128548395,0.5735072754641244
screened,10d,industry_breadth_60d,6,1993,844691,0.006796990476119642,0.0067898234384152064,0.5584545910687406
screened,10d,industry_breadth_60d,7,1993,849970,0.00648372853522304,0.006549809193308247,0.5725037631710989
screened,10d,industry_breadth_60d,8,1993,846798,0.006895920290656348,0.00660497659503565,0.5589563472152533
screened,10d,industry_breadth_60d,9,1993,850332,0.008610125328849975,0.00997914093830464,0.5790265930757652
screened,10d,industry_breadth_60d,10,1993,847331,0.0045447025933908446,0.0039620047763561945,0.5333667837431009
screened,10d,industry_amount_share,1,2022,855473,0.005978962832412346,0.008220602767306791,0.5820969337289812
screened,10d,industry_amount_share,2,2022,856998,0.0056341899127001945,0.007302864331443535,0.5717111770524234
screened,10d,industry_amount_share,3,2022,855947,0.004356909553120897,0.006425238242367789,0.5657764589515332
screened,10d,industry_amount_share,4,2022,856480,0.005241578495343075,0.00759636958315589,0.5707220573689417
screened,10d,industry_amount_share,5,2022,856519,0.004662732291932299,0.004538311721670228,0.5469831849653808
screened,10d,industry_amount_share,6,2022,858662,0.005194507181452379,0.005042883683861127,0.5514342235410484
screened,10d,industry_amount_share,7,2022,867600,0.005825248178523112,0.0047183893434292416,0.5440158259149357
screened,10d,industry_amount_share,8,2022,857408,0.00654513682566831,0.0063178008568702225,0.5440158259149357
screened,10d,industry_amount_share,9,2022,832160,0.008074820598414183,0.006367246140386806,0.5450049455984174
screened,10d,industry_amount_share,10,2022,870854,0.00722348048067312,0.006133979224433105,0.5489614243323442
screened,10d,industry_amount_share_roll20d,1,2013,853263,0.005678654097491857,0.008320999057419575,0.5842026825633383
screened,10d,industry_amount_share_roll20d,2,2013,852932,0.0053978799902404725,0.00662164218454191,0.5653253849975162
screened,10d,industry_amount_share_roll20d,3,2013,852785,0.005333745069343358,0.006528053223853114,0.5797317436661699
screened,10d,industry_amount_share_roll20d,4,2013,856985,0.005244854528736631,0.006219219173877432,0.563338301043219
screened,10d,industry_amount_share_roll20d,5,2013,856664,0.004705420395150267,0.005461128413342469,0.555886736214605
screened,10d,industry_amount_share_roll20d,6,2013,852990,0.005347215879670434,0.005777601819582156,0.5578738201689022
screened,10d,industry_amount_share_roll20d,7,2013,865068,0.005501775671839736,0.0038787129047444524,0.5300546448087432
screened,10d,industry_amount_share_roll20d,8,2013,855203,0.006681120030363547,0.005176820754539218,0.5469448584202683
screened,10d,industry_amount_share_roll20d,9,2013,825599,0.008976377015053641,0.007882609075377772,0.5499254843517138
screened,10d,industry_amount_share_roll20d,10,2013,869061,0.007013993129345125,0.006214718330139778,0.5514157973174366
screened,10d,industry_amount_share_roll60d,1,1993,847174,0.005779995560586707,0.007509956603980159,0.5765178123432012
screened,10d,industry_amount_share_roll60d,2,1993,849567,0.006225500126692655,0.007890316066824627,0.5735072754641244
screened,10d,industry_amount_share_roll60d,3,1993,845777,0.005727559340925285,0.007294964473077936,0.5840441545408931
screened,10d,industry_amount_share_roll60d,4,1993,845965,0.004995716803660892,0.006848399238960724,0.562468640240843
screened,10d,industry_amount_share_roll60d,5,1993,848798,0.005463460771256618,0.004915421071110824,0.5479177119919719
screened,10d,industry_amount_share_roll60d,6,1993,848674,0.00558488366081111,0.005237163123860887,0.5539387857501255
screened,10d,industry_amount_share_roll60d,7,1993,869410,0.007272209045109015,0.0059871511462660015,0.5539387857501255
screened,10d,industry_amount_share_roll60d,8,1993,841598,0.007316742239988304,0.00568962490149267,0.5429001505268439
screened,10d,industry_amount_share_roll60d,9,1993,814158,0.008486176948275342,0.006952157852860782,0.5514300050175615
screened,10d,industry_amount_share_roll60d,10,1993,870590,0.007947636030844505,0.005851153993509478,0.5454089312594079
screened,10d,industry_crowding_score,1,1961,836046,0.0051307120686493865,0.00525994692810483,0.5507394186639469
screened,10d,industry_crowding_score,2,1960,841738,0.006380596263637596,0.006949262723175314,0.5622448979591836
screened,10d,industry_crowding_score,3,1962,835892,0.006565401177465458,0.006587984749248365,0.5652395514780836
screened,10d,industry_crowding_score,4,1962,841687,0.005841569627284795,0.005243024392416331,0.5530071355759429
screened,10d,industry_crowding_score,5,1962,836381,0.006233230045970287,0.005625475595592253,0.5581039755351682
screened,10d,industry_crowding_score,6,1962,838011,0.006810764050463222,0.005692537845215653,0.5616717635066258
screened,10d,industry_crowding_score,7,1962,839129,0.006605313120544007,0.006805431418568745,0.5601427115188583
screened,10d,industry_crowding_score,8,1961,834511,0.0070043057409433125,0.008852302648206647,0.5828658847526772
screened,10d,industry_crowding_score,9,1962,843008,0.006153482367955309,0.007985544893542251,0.5642201834862385
screened,10d,industry_crowding_score,10,1961,841114,0.004259315580915482,0.003212998594063305,0.5303416624171341
screened,10d,stock_amount_share_in_industry,1,2022,855924,0.011239819725675148,0.010969647289139203,0.6003956478733927
screened,10d,stock_amount_share_in_industry,2,2022,856902,0.009286552219497698,0.009605629071356904,0.5900098911968348
screened,10d,stock_amount_share_in_industry,3,2022,856720,0.007854840605861614,0.0075921953737173795,0.5786350148367952
screened,10d,stock_amount_share_in_industry,4,2022,856898,0.007033442627659194,0.0069878389860580595,0.5637982195845698
screened,10d,stock_amount_share_in_industry,5,2022,857111,0.006242901890280919,0.006267293362792047,0.5647873392680515
screened,10d,stock_amount_share_in_industry,6,2022,856490,0.005266231164942274,0.005152591991577166,0.5618199802176064
screened,10d,stock_amount_share_in_industry,7,2022,856707,0.004471885560127184,0.004836710769124496,0.5568743818001978
screened,10d,stock_amount_share_in_industry,8,2022,856911,0.0035602257437565097,0.004036685985062958,0.543026706231454
screened,10d,stock_amount_share_in_industry,9,2022,856711,0.0026907725233522735,0.0032448142002294766,0.5435212660731948
screened,10d,stock_amount_share_in_industry,10,2022,857727,0.000867893162487334,0.0016721919928675375,0.5252225519287834
screened,10d,turnover_rate,1,2022,854943,0.004700386297462564,0.005765933824998792,0.5791295746785361
screened,10d,turnover_rate,2,2022,855843,0.005768774770422013,0.007657199179913695,0.5845697329376854
screened,10d,turnover_rate,3,2022,855746,0.006554941114614809,0.008125938282329357,0.5905044510385756
screened,10d,turnover_rate,4,2022,855904,0.007047333288682348,0.007936099099409956,0.5820969337289812
screened,10d,turnover_rate,5,2022,856117,0.007319368859592084,0.008318932296483278,0.582591493570722
screened,10d,turnover_rate,6,2022,855498,0.007635820182857186,0.007395622864455085,0.582591493570722
screened,10d,turnover_rate,7,2022,855731,0.00745637144312282,0.0069553342655628275,0.5736894164193868
screened,10d,turnover_rate,8,2022,855916,0.006832325568319184,0.0065103593186727916,0.5578635014836796
screened,10d,turnover_rate,9,2022,855697,0.006096808269105205,0.005356875954830278,0.5440158259149357
screened,10d,turnover_rate,10,2022,856736,-0.0011255296921650999,-0.0026008395169582347,0.4762611275964392
screened,10d,log_amount,1,2022,855924,0.010449299428527533,0.011521646343610166,0.6078140454995055
screened,10d,log_amount,2,2022,856901,0.00970257469220821,0.011734413132886302,0.6167161226508407
screened,10d,log_amount,3,2022,856721,0.00862698699774307,0.009969852324698096,0.6043521266073195
screened,10d,log_amount,4,2022,856898,0.00789884525877657,0.008762241311960395,0.595944609297725
screened,10d,log_amount,5,2022,857111,0.006887369629719193,0.007062664444611422,0.5791295746785361
screened,10d,log_amount,6,2022,856490,0.005827980436679143,0.006015914027229752,0.566271018793274
screened,10d,log_amount,7,2022,856707,0.00452304375496024,0.0038914749885130906,0.5454995054401582
screened,10d,log_amount,8,2022,856911,0.0035290955017705716,0.0025461340207939363,0.526706231454006
screened,10d,log_amount,9,2022,856711,0.0016544724903394296,0.000778410911044507,0.5093966369930761
screened,10d,log_amount,10,2022,857727,-0.0005836954996078366,-0.002233426552870647,0.4807121661721068
screened,10d,log_total_mv,1,2022,854925,0.013599900113440012,0.013713042027338945,0.619188921859545
screened,10d,log_total_mv,2,2022,855906,0.009336644424997093,0.011909291980643177,0.5999010880316519
screened,10d,log_total_mv,3,2022,855719,0.007439075103431228,0.009387658691240669,0.5890207715133531
screened,10d,log_total_mv,4,2022,855906,0.006098105024627612,0.006713078141958459,0.5672601384767557
screened,10d,log_total_mv,5,2022,856111,0.004467527101925413,0.005265604534526787,0.5499505440158259
screened,10d,log_total_mv,6,2022,855499,0.003800417796065409,0.0038439018827280446,0.5390702274975272
screened,10d,log_total_mv,7,2022,855706,0.0038198844817557798,0.00312017651775105,0.5351137487636004
screened,10d,log_total_mv,8,2022,855917,0.0034723017576126294,0.003138479215484275,0.5311572700296736
screened,10d,log_total_mv,9,2022,855702,0.003360035824448332,0.0023572714508116425,0.5291790306627102
screened,10d,log_total_mv,10,2022,856740,0.00289611547782368,0.002247173439303202,0.5262116716122651
