universe,split_type,horizon,factor,split_value,ic_days,mean_ic,median_ic,std_ic,icir,positive_ic_rate,mean_group_n
screened,trend_regime,3d,stock_rel_industry_ret_20d,insufficient_history,40,-0.0708562437055251,-0.09723658987837586,0.13033383977287294,-8.630206859908252,0.25,2982.875
screened,trend_regime,3d,industry_ret_20d,insufficient_history,40,0.018064296197675862,0.01976571618245986,0.17080441156802298,1.6788899622569582,0.525,3022.55
screened,trend_regime,3d,industry_breadth_60d,insufficient_history,31,-0.014955921903786152,-0.03338567135258046,0.1048668824413619,-2.2639931156863304,0.3870967741935484,3061.2903225806454
screened,trend_regime,3d,industry_amount_share_roll60d,insufficient_history,31,0.03464586321603684,0.011709384080818482,0.09525147687825329,5.7740420010887,0.5483870967741935,3061.2903225806454
screened,trend_regime,3d,stock_ret_1d,neutral,1129,-0.005703440196567616,-0.0054105825553663126,0.12562465149145757,-0.7207128950486297,0.4818423383525244,4316.138175376439
screened,trend_regime,3d,stock_ret_5d,neutral,1129,-0.016968106362182125,-0.014095899433847552,0.13005556129962578,-2.0711174149915856,0.4481842338352524,4316.023029229406
screened,trend_regime,3d,stock_ret_20d,neutral,1129,-0.024765118621019527,-0.020273526863175028,0.13797900653045936,-2.8492310551214857,0.42781222320637735,4315.292294065544
screened,trend_regime,3d,stock_ret_60d,neutral,1129,-0.016885013128742538,-0.01908003583981783,0.14014641869618544,-1.912580258774576,0.45172719220549157,4310.060230292294
screened,trend_regime,3d,stock_rel_industry_ret_1d,neutral,1129,-0.006430297484812347,-0.004468533232843723,0.0829750475551805,-1.2302229527254123,0.4765279007971656,4316.138175376439
screened,trend_regime,3d,stock_rel_industry_ret_5d,neutral,1129,-0.017802183278775,-0.017181666021051794,0.08923860990544556,-3.1668007692771276,0.42781222320637735,4316.023029229406
screened,trend_regime,3d,stock_rel_industry_ret_20d,neutral,1129,-0.02486238328042104,-0.02461679659961522,0.09620323558581523,-4.102544956610374,0.39238263950398583,4315.292294065544
screened,trend_regime,3d,stock_rel_industry_ret_60d,neutral,1129,-0.015236268619935135,-0.016455661919101743,0.09992717988098271,-2.4204452317140226,0.4322409211691763,4310.060230292294
screened,trend_regime,3d,industry_ret_5d,neutral,1129,-0.0008786787804401031,-0.0007942480056166625,0.13495900839379554,-0.10335429533850582,0.4977856510186005,4316.138175376439
screened,trend_regime,3d,industry_ret_20d,neutral,1129,-0.002591184830907597,0.0005644654548123311,0.14029139155649342,-0.2932024803884187,0.5013286093888397,4316.138175376439
screened,trend_regime,3d,industry_ret_60d,neutral,1129,-0.0034213840531021815,0.006404474875282549,0.14348418196408214,-0.37852805320728244,0.5261293179805138,4316.138175376439
screened,trend_regime,3d,industry_breadth_20d,neutral,1129,0.0007396449723262771,0.005077108187163297,0.13394052153581243,0.08766204429320587,0.5172719220549159,4316.138175376439
screened,trend_regime,3d,industry_breadth_60d,neutral,1129,-0.0017843029151458478,0.0052141873282599786,0.14422583784294657,-0.19639290078761867,0.5172719220549159,4316.138175376439
screened,trend_regime,3d,industry_amount_share,neutral,1129,-0.008231756024583642,-0.006506016344469202,0.16117272156810902,-0.8107766282969596,0.4862710363153233,4316.138175376439
screened,trend_regime,3d,industry_amount_share_roll20d,neutral,1129,-0.006612555335956676,-0.003891328734910645,0.163233309451393,-0.643073782246785,0.48892825509300264,4316.138175376439
screened,trend_regime,3d,industry_amount_share_roll60d,neutral,1129,-0.005617372049596127,-0.002086385948879991,0.16331181494403527,-0.5460291823974746,0.4924712134632418,4316.138175376439
screened,trend_regime,3d,industry_crowding_score,neutral,1129,-0.006310397613684492,-0.0002680754476646288,0.12237901634100586,-0.818559092510878,0.49867139061116034,4316.138175376439
screened,trend_regime,3d,stock_amount_share_in_industry,neutral,1129,-0.02496094446564233,-0.028145545592684586,0.1240237012234923,-3.194895051214988,0.41186891054030117,4316.138175376439
screened,trend_regime,3d,turnover_rate,neutral,1129,-0.038505228264252005,-0.03876630833489174,0.16445026198204177,-3.7169387364348867,0.408325952170062,4311.278122232064
screened,trend_regime,3d,log_amount,neutral,1129,-0.043950288353207065,-0.04770483123243306,0.14014482297991487,-4.978344425130689,0.37643932683790965,4316.138175376439
screened,trend_regime,3d,log_total_mv,neutral,1129,-0.01538359209689792,-0.022392991712270677,0.16612944239825855,-1.4699799760362235,0.4481842338352524,4311.278122232064
screened,trend_regime,3d,stock_ret_1d,weak,284,0.0029881230367663747,0.010539697407365992,0.17010890026645667,0.2788506808202277,0.5352112676056338,4124.947183098591
screened,trend_regime,3d,stock_ret_5d,weak,284,-0.015250124519560784,-0.007462264927203123,0.18789068239285067,-1.288452511673718,0.4788732394366197,4124.7852112676055
screened,trend_regime,3d,stock_ret_20d,weak,284,-0.04369594093722409,-0.038496361100400056,0.20470418491194206,-3.388555824765178,0.4084507042253521,4123.366197183099
screened,trend_regime,3d,stock_ret_60d,weak,284,-0.04196318976497113,-0.02513941779280744,0.22168303870207565,-3.0049434089452074,0.44014084507042256,4108.880281690141
screened,trend_regime,3d,stock_rel_industry_ret_1d,weak,284,-0.000490255931254992,0.006019759660938973,0.13167683792071444,-0.05910357326424091,0.5211267605633803,4124.947183098591
screened,trend_regime,3d,stock_rel_industry_ret_5d,weak,284,-0.019600730131230787,-0.003274304328073867,0.15173786585600507,-2.050588644435245,0.4823943661971831,4124.7852112676055
screened,trend_regime,3d,stock_rel_industry_ret_20d,weak,284,-0.03758605553202107,-0.028756796331834,0.16843129234280307,-3.5424541717294633,0.4014084507042254,4123.366197183099
