trade_date,rows,status
20230928,5282,ok
20231009,5282,ok
20231010,5285,ok
20231011,5284,ok
20231012,5285,ok
20231013,5286,ok
20231016,5286,ok
20231017,5288,ok
20231018,5287,ok
20231019,5290,ok
20231020,5291,ok
20231023,5292,ok
20231024,5291,ok
20231025,5293,ok
20231026,5293,ok
20231027,5294,ok
20231030,5294,ok
20231031,5297,ok
20231101,5300,ok
20231102,5300,ok
20231103,5302,ok
20231106,5296,ok
20231107,5299,ok
20231108,5302,ok
20231109,5301,ok
20231110,5302,ok
20231113,5304,ok
20231114,5304,ok
20231115,5303,ok
20231116,5304,ok
20231117,5305,ok
20231120,5307,ok
20231121,5309,ok
20231122,5308,ok
20231123,5310,ok
20231124,5310,ok
20231127,5312,ok
20231128,5310,ok
20231129,5312,ok
20231130,5312,ok
20231201,5315,ok
20231204,5313,ok
20231205,5315,ok
20231206,5316,ok
20231207,5314,ok
20231208,5317,ok
20231211,5318,ok
20231212,5319,ok
20231213,5321,ok
20231214,5323,ok
20231215,5323,ok
20231218,5323,ok
20231219,5321,ok
20231220,5324,ok
20231221,5325,ok
20231222,5325,ok
20231225,5325,ok
20231226,5327,ok
20231227,5328,ok
20231228,5326,ok
20231229,5329,ok
20240102,5329,ok
20240103,5330,ok
20240104,5330,ok
20240105,5332,ok
20240108,5332,ok
20240109,5332,ok
20240110,5334,ok
20240111,5336,ok
20240112,5333,ok
20240115,5334,ok
20240116,5336,ok
20240117,5336,ok
20240118,5339,ok
20240119,5339,ok
20240122,5339,ok
20240123,5339,ok
20240124,5340,ok
20240125,5341,ok
20240126,5342,ok
20240129,5343,ok
20240130,5343,ok
20240131,5344,ok
20240201,5344,ok
20240202,5345,ok
20240205,5344,ok
20240206,5345,ok
20240207,5346,ok
20240208,5348,ok
20240219,5348,ok
20240220,5348,ok
20240221,5348,ok
20240222,5348,ok
20240223,5347,ok
20240226,5346,ok
20240227,5347,ok
20240228,5347,ok
20240229,5347,ok
20240301,5348,ok
20240304,5348,ok
20240305,5348,ok
20240306,5346,ok
20240307,5346,ok
20240308,5347,ok
20240311,5346,ok
20240312,5348,ok
20240313,5350,ok
20240314,5350,ok
20240315,5349,ok
20240318,5348,ok
20240319,5350,ok
20240320,5351,ok
20240321,5351,ok
20240322,5351,ok
20240325,5352,ok
20240326,5353,ok
20240327,5355,ok
20240328,5356,ok
20240329,5356,ok
20240401,5358,ok
20240402,5359,ok
20240403,5358,ok
20240408,5361,ok
20240409,5362,ok
20240410,5362,ok
20240411,5363,ok
20240412,5363,ok
20240415,5363,ok
20240416,5363,ok
20240417,5362,ok
20240418,5361,ok
20240419,5359,ok
20240422,5358,ok
20240423,5357,ok
20240424,5358,ok
20240425,5355,ok
20240426,5346,ok
20240429,5337,ok
20240430,5301,ok
20240506,5342,ok
20240507,5342,ok
20240508,5340,ok
20240509,5341,ok
20240510,5341,ok
20240513,5340,ok
20240514,5343,ok
20240515,5344,ok
20240516,5343,ok
20240517,5343,ok
20240520,5339,ok
20240521,5342,ok
20240522,5343,ok
20240523,5343,ok
20240524,5343,ok
20240527,5341,ok
20240528,5341,ok
20240529,5341,ok
20240530,5342,ok
20240531,5341,ok
20240603,5341,ok
20240604,5340,ok
20240605,5345,ok
20240606,5347,ok
20240607,5344,ok
20240611,5344,ok
20240612,5348,ok
20240613,5349,ok
20240614,5350,ok
20240617,5349,ok
20240618,5347,ok
20240619,5346,ok
20240620,5345,ok
20240621,5345,ok
20240624,5343,ok
20240625,5338,ok
20240626,5345,ok
20240627,5339,ok
20240628,5338,ok
20240701,5336,ok
20240702,5336,ok
20240703,5335,ok
20240704,5336,ok
20240705,5335,ok
20240708,5334,ok
20240709,5340,ok
20240710,5342,ok
20240711,5342,ok
20240712,5342,ok
20240715,5343,ok
20240716,5343,ok
20240717,5340,ok
20240718,5337,ok
20240719,5336,ok
20240722,5335,ok
20240723,5335,ok
20240724,5335,ok
20240725,5333,ok
20240726,5335,ok
20240729,5333,ok
20240730,5334,ok
20240731,5334,ok
20240801,5334,ok
20240802,5336,ok
20240805,5334,ok
20240806,5335,ok
20240807,5336,ok
20240808,5337,ok
20240809,5337,ok
20240812,5338,ok
20240813,5338,ok
20240814,5339,ok
20240815,5339,ok
20240816,5339,ok
20240819,5338,ok
20240820,5339,ok
20240821,5340,ok
20240822,5340,ok
20240823,5338,ok
20240826,5340,ok
20240827,5339,ok
20240828,5339,ok
20240829,5339,ok
20240830,5339,ok
20240902,5337,ok
20240903,5338,ok
20240904,5338,ok
20240905,5338,ok
20240906,5338,ok
20240909,5336,ok
20240910,5336,ok
20240911,5340,ok
20240912,5340,ok
20240913,5341,ok
20240918,5337,ok
20240919,5342,ok
20240920,5342,ok
20240923,5343,ok
20240924,5344,ok
20240925,5347,ok
20240926,5348,ok
20240927,5348,ok
20240930,5345,ok
20241008,5341,ok
20241009,5341,ok
20241010,5343,ok
20241011,5344,ok
20241014,5345,ok
20241015,5346,ok
20241016,5349,ok
20241017,5352,ok
20241018,5351,ok
20241021,5351,ok
20241022,5350,ok
20241023,5347,ok
20241024,5349,ok
20241025,5349,ok
20241028,5346,ok
20241029,5348,ok
20241030,5346,ok
20241031,5349,ok
20241101,5349,ok
20241104,5350,ok
20241105,5353,ok
20241106,5354,ok
20241107,5354,ok
20241108,5356,ok
20241111,5352,ok
20241112,5353,ok
20241113,5353,ok
20241114,5354,ok
20241115,5355,ok
20241118,5352,ok
20241119,5355,ok
20241120,5359,ok
20241121,5359,ok
20241122,5361,ok
20241125,5360,ok
20241126,5361,ok
20241127,5360,ok
20241128,5358,ok
20241129,5364,ok
20241202,5362,ok
20241203,5362,ok
20241204,5362,ok
20241205,5366,ok
20241206,5364,ok
20241209,5362,ok
20241210,5365,ok
20241211,5366,ok
20241212,5367,ok
20241213,5366,ok
20241216,5370,ok
20241217,5367,ok
20241218,5369,ok
20241219,5368,ok
20241220,5373,ok
20241223,5371,ok
20241224,5371,ok
20241225,5368,ok
20241226,5372,ok
20241227,5370,ok
20241230,5367,ok
20241231,5370,ok
20250102,5369,ok
20250103,5372,ok
20250106,5370,ok
20250107,5373,ok
20250108,5373,ok
20250109,5374,ok
20250110,5375,ok
20250113,5374,ok
20250114,5377,ok
20250115,5379,ok
20250116,5379,ok
20250117,5378,ok
20250120,5377,ok
20250121,5379,ok
20250122,5383,ok
20250123,5384,ok
20250124,5381,ok
20250127,5382,ok
20250205,5384,ok
20250206,5385,ok
20250207,5386,ok
20250210,5387,ok
20250211,5386,ok
20250212,5386,ok
20250213,5387,ok
20250214,5386,ok
20250217,5389,ok
20250218,5388,ok
20250219,5388,ok
20250220,5387,ok
20250221,5389,ok
20250224,5386,ok
20250225,5384,ok
20250226,5385,ok
20250227,5383,ok
20250228,5383,ok
20250303,5381,ok
20250304,5383,ok
20250305,5382,ok
20250306,5380,ok
20250307,5381,ok
20250310,5381,ok
20250311,5384,ok
20250312,5383,ok
20250313,5385,ok
20250314,5385,ok
20250317,5380,ok
20250318,5387,ok
20250319,5384,ok
20250320,5386,ok
20250321,5387,ok
20250324,5387,ok
20250325,5390,ok
20250326,5391,ok
20250327,5392,ok
20250328,5391,ok
20250331,5393,ok
20250401,5392,ok
20250402,5394,ok
20250403,5393,ok
20250407,5391,ok
20250408,5392,ok
20250409,5395,ok
20250410,5395,ok
20250411,5394,ok
20250414,5393,ok
20250415,5391,ok
20250416,5395,ok
20250417,5395,ok
20250418,5394,ok
20250421,5394,ok
20250422,5392,ok
20250423,5394,ok
20250424,5394,ok
20250425,5393,ok
20250428,5387,ok
20250429,5361,ok
20250430,5360,ok
20250506,5386,ok
20250507,5388,ok
20250508,5389,ok
20250509,5389,ok
20250512,5389,ok
20250513,5391,ok
20250514,5391,ok
20250515,5390,ok
20250516,5391,ok
20250519,5388,ok
20250520,5394,ok
20250521,5390,ok
20250522,5386,ok
20250523,5388,ok
20250526,5385,ok
20250527,5385,ok
20250528,5383,ok
20250529,5386,ok
20250530,5384,ok
20250603,5380,ok
20250604,5386,ok
20250605,5388,ok
20250606,5391,ok
20250609,5387,ok
20250610,5395,ok
20250611,5398,ok
20250612,5398,ok
20250613,5398,ok
20250616,5400,ok
20250617,5406,ok
20250618,5406,ok
20250619,5405,ok
20250620,5407,ok
20250623,5402,ok
20250624,5406,ok
20250625,5407,ok
20250626,5410,ok
20250627,5405,ok
20250630,5405,ok
20250701,5404,ok
20250702,5403,ok
20250703,5403,ok
20250704,5405,ok
20250707,5403,ok
20250708,5403,ok
20250709,5406,ok
20250710,5406,ok
20250711,5409,ok
20250714,5408,ok
20250715,5408,ok
20250716,5407,ok
20250717,5407,ok
20250718,5406,ok
20250721,5404,ok
20250722,5402,ok
20250723,5406,ok
20250724,5405,ok
20250725,5407,ok
20250728,5408,ok
20250729,5412,ok
20250730,5412,ok
20250731,5409,ok
20250801,5410,ok
20250804,5407,ok
20250805,5408,ok
20250806,5410,ok
20250807,5409,ok
20250808,5411,ok
20250811,5413,ok
20250812,5416,ok
20250813,5412,ok
20250814,5413,ok
20250815,5412,ok
20250818,5410,ok
20250819,5413,ok
20250820,5411,ok
20250821,5414,ok
20250822,5415,ok
20250825,5415,ok
20250826,5416,ok
20250827,5417,ok
20250828,5417,ok
20250829,5414,ok
20250901,5414,ok
20250902,5415,ok
20250903,5417,ok
20250904,5416,ok
20250905,5417,ok
20250908,5419,ok
20250909,5420,ok
20250910,5422,ok
20250911,5421,ok
20250912,5424,ok
20250915,5422,ok
20250916,5422,ok
20250917,5421,ok
20250918,5420,ok
20250919,5422,ok
20250922,5418,ok
20250923,5424,ok
20250924,5422,ok
20250925,5426,ok
20250926,5426,ok
20250929,5420,ok
20250930,5423,ok
20251009,5419,ok
20251010,5422,ok
20251013,5424,ok
20251014,5424,ok
20251015,5424,ok
20251016,5428,ok
20251017,5431,ok
20251020,5430,ok
20251021,5429,ok
20251022,5429,ok
20251023,5431,ok
20251024,5432,ok
20251027,5431,ok
20251028,5432,ok
20251029,5432,ok
20251030,5431,ok
20251031,5432,ok
20251103,5434,ok
20251104,5434,ok
20251105,5434,ok
20251106,5434,ok
20251107,5436,ok
20251110,5439,ok
20251111,5439,ok
20251112,5441,ok
20251113,5440,ok
20251114,5438,ok
20251117,5437,ok
20251118,5440,ok
20251119,5442,ok
20251120,5441,ok
20251121,5444,ok
20251124,5440,ok
20251125,5438,ok
20251126,5434,ok
20251127,5434,ok
20251128,5433,ok
20251201,5432,ok
20251202,5436,ok
20251203,5442,ok
20251204,5440,ok
20251205,5438,ok
20251208,5440,ok
20251209,5441,ok
20251210,5438,ok
20251211,5442,ok
20251212,5444,ok
20251215,5443,ok
20251216,5445,ok
20251217,5446,ok
20251218,5449,ok
20251219,5448,ok
20251222,5444,ok
20251223,5449,ok
20251224,5451,ok
20251225,5454,ok
20251226,5453,ok
20251229,5455,ok
20251230,5457,ok
20251231,5458,ok
20260105,5457,ok
20260106,5459,ok
20260107,5460,ok
20260108,5459,ok
20260109,5459,ok
20260112,5459,ok
20260113,5452,ok
20260114,5454,ok
20260115,5457,ok
20260116,5460,ok
20260119,5461,ok
20260120,5467,ok
20260121,5465,ok
20260122,5466,ok
20260123,5467,ok
20260126,5463,ok
20260127,5463,ok
20260128,5464,ok
20260129,5465,ok
20260130,5462,ok
20260202,5464,ok
20260203,5465,ok
20260204,5468,ok
20260205,5467,ok
20260206,5466,ok
20260209,5465,ok
20260210,5470,ok
20260211,5470,ok
20260212,5476,ok
20260213,5474,ok
20260224,5474,ok
20260225,5471,ok
20260226,5471,ok
20260227,5471,ok
20260302,5470,ok
20260303,5472,ok
20260304,5474,ok
20260305,5476,ok
20260306,5477,ok
20260309,5481,ok
20260310,5479,ok
20260311,5482,ok
20260312,5482,ok
20260313,5481,ok
20260316,5480,ok
20260317,5478,ok
20260318,5479,ok
20260319,5479,ok
20260320,5481,ok
20260323,5483,ok
20260324,5481,ok
20260325,5482,ok
20260326,5481,ok
20260327,5478,ok
20260330,5476,ok
20260331,5482,ok
20260401,5485,ok
20260402,5485,ok
20260403,5486,ok
20260407,5484,ok
20260408,5490,ok
20260409,5491,ok
20260410,5495,ok
20260413,5494,ok
20260414,5496,ok
20260415,5494,ok
20260416,5498,ok
20260417,5497,ok
20260420,5493,ok
20260421,5498,ok
20260422,5497,ok
20260423,5494,ok
20260424,5496,ok
20260427,5495,ok
20260428,5488,ok
20260429,5462,ok
20260430,5460,ok
20260506,5490,ok
20260507,5493,ok
20260508,5491,ok
20260511,5491,ok
20260512,5490,ok
20260513,5493,ok
20260514,5493,ok
20260515,5495,ok
20260518,5499,ok
20260519,5494,ok
20260520,5498,ok
20260521,5501,ok
20260522,5504,ok
