experiment_id,group_type,scenario_id,cost_case,capital,participation_cap,slippage_bp,avg_fill_ratio,partial_fill_count,zero_fill_count,unfilled_reason_filled,unfilled_reason_partial_fill_capacity,unfilled_reason_zero_fill_capacity,unfilled_reason_no_buy_limit_or_missing,unfilled_reason_no_exit_limit_or_missing
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_5pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.05,10,0.9971603448275863,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_10pct_no_partial,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap,100000.0,0.1,10,0.996551724137931,0,2,578,0,2,0,0
U3_internal_roll_top2000_60d,U,10bp_slippage_plus_impact_participation_10pct_partial_zero,10bp_one_way_slippage_plus_impact_cost_plus_participation_cap_plus_partial_zero_fill,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,5,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,10,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,15,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.01,20,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,5,0.9962272413793103,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,10,0.9962272413793103,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,15,0.9962272413793103,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.03,20,0.9962272413793103,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,5,0.9971603448275863,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,10,0.9971603448275863,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,15,0.9971603448275863,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.05,20,0.9971603448275863,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,5,0.9979979310344828,1,1,578,1,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,10,0.9979979310344828,1,1,578,1,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,15,0.9979979310344828,1,1,578,1,1,0,0
U3_internal_roll_top2000_60d,U,capacity_100000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,100000.0,0.1,20,0.9979979310344828,1,1,578,1,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,5,0.8698239617419756,181,1,398,181,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,10,0.8698239617419756,181,1,398,181,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,15,0.8698239617419756,181,1,398,181,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.01,20,0.8698239617419756,181,1,398,181,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,5,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,10,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,15,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.03,20,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,5,0.9929299499714567,10,1,569,10,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,10,0.9929299499714567,10,1,569,10,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,15,0.9929299499714567,10,1,569,10,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.05,20,0.9929299499714567,10,1,569,10,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,5,0.9963827586206897,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,10,0.9963827586206897,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,15,0.9963827586206897,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_300000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,300000.0,0.1,20,0.9963827586206897,2,1,577,2,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,5,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,10,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,15,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.01,20,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,5,0.949317398427314,85,1,494,85,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,10,0.949317398427314,85,1,494,85,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,15,0.949317398427314,85,1,494,85,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.03,20,0.949317398427314,85,1,494,85,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,5,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,10,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,15,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.05,20,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,5,0.9945472040784478,6,1,573,6,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,10,0.9945472040784478,6,1,573,6,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,15,0.9945472040784478,6,1,573,6,1,0,0
U3_internal_roll_top2000_60d,U,capacity_500000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,500000.0,0.1,20,0.9945472040784478,6,1,573,6,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,5,0.6222519514033945,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,10,0.6222519514033945,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,15,0.6222519514033945,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.01,20,0.6222519514033945,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,5,0.8508812166749067,189,1,390,189,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,10,0.8508812166749067,189,1,390,189,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,15,0.8508812166749067,189,1,390,189,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.03,20,0.8508812166749067,189,1,390,189,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,5,0.9300260088821062,107,1,472,107,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,10,0.9300260088821062,107,1,472,107,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,15,0.9300260088821062,107,1,472,107,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.05,20,0.9300260088821062,107,1,472,107,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,5,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,10,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,15,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_1000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,1000000.0,0.1,20,0.9808935286168954,29,1,550,29,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_100bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,5,0.2514874944266597,542,1,37,542,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_100bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,10,0.2514874944266597,542,1,37,542,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_100bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,15,0.2514874944266597,542,1,37,542,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_100bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.01,20,0.2514874944266597,542,1,37,542,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_300bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,5,0.5000082172337569,431,1,148,431,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_300bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,10,0.5000082172337569,431,1,148,431,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_300bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,15,0.5000082172337569,431,1,148,431,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_300bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.03,20,0.5000082172337569,431,1,148,431,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_500bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,5,0.6222519514033946,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_500bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,10,0.6222519514033946,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_500bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,15,0.6222519514033946,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_500bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.05,20,0.6222519514033946,361,1,218,361,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_1000bp_slip_5bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,5,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_1000bp_slip_10bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,10,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_1000bp_slip_15bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,15,0.775284471974312,242,1,337,242,1,0,0
U3_internal_roll_top2000_60d,U,capacity_5000000_part_1000bp_slip_20bp,slippage_plus_impact_plus_participation_partial_zero,5000000.0,0.1,20,0.775284471974312,242,1,337,242,1,0,0
