selection_type,selector_id,split,signal_days,total_trades,avg_selected_count,cumulative_return,mean_daily_return,median_daily_return,daily_win_rate,trade_win_rate,profit_factor,trade_profit_factor,max_drawdown,avg_trade_return,max_daily_return,min_daily_return
simple_rule,low_stock_amount_share_in_industry,train,1215,24300,20.0,80.30283547215751,0.004344755410111012,0.0035711664081501003,0.5440329218106996,0.5038271604938271,1.3825285107722294,1.2644549877701925,-0.876955796397468,0.004344755410111011,0.2977717981103513,-0.15604899731638416
simple_rule,low_stock_ret_60d,train,1155,23100,20.0,14.478653568699555,0.0038492954166887594,0.0011609945600376758,0.5038961038961038,0.46220779220779223,1.2067725109351357,1.1346029029272766,-0.9022219523380247,0.0038492954166887586,0.2851839439855045,-0.2072992986064947
model,logistic_primary_sgd_l2,validation,484,9680,20.0,8.910143528800646,0.006747865607892956,-0.0030098964171559133,0.44834710743801653,0.45640495867768593,1.4665836299187731,1.353109610011259,-0.8994125977308389,0.006747865607892955,0.577472155143967,-0.25017802162963865
model,ridge_conditional_industry_ablation,validation,484,9680,20.0,6.149572554712705,0.006336272277748928,-0.002765214582908954,0.45867768595041325,0.4465909090909091,1.3936764087412126,1.3113878714192446,-0.9280176163038604,0.006336272277748927,0.5854475528648078,-0.2707192240310104
model,ridge_primary_alpha1,validation,484,9680,20.0,10.067245140494338,0.007295493397135952,-0.003148214705405131,0.45454545454545453,0.4541322314049587,1.4592249802439534,1.36270509322559,-0.9318613785223753,0.007295493397135952,0.5879358423781728,-0.2782411699919512
simple_rule,combo_low_liquidity_weak_momentum,validation,484,9680,20.0,3.4204532724790093,0.004732306918420068,-0.0024260898147837632,0.4607438016528926,0.4580578512396694,1.328498228807605,1.2320288883920578,-0.8842751415675365,0.004732306918420066,0.5914288577738238,-0.22707616071038067
simple_rule,combo_low_size_low_liquidity,validation,484,9680,20.0,5.491081184972882,0.005575893933601552,-0.0027985631194502366,0.45661157024793386,0.4558884297520661,1.4378181236973833,1.3379376289083411,-0.852403882593952,0.005575893933601554,0.5266750184450688,-0.23747716216166376
simple_rule,low_log_amount,validation,484,9680,20.0,21.32456903675376,0.008214628539122583,-0.0025254998481515772,0.45867768595041325,0.4609504132231405,1.690866384788532,1.5151066302988052,-0.7574738331647854,0.008214628539122583,0.5790057781756983,-0.1922285893773429
simple_rule,low_log_total_mv,validation,484,9680,20.0,2237.9466597977525,0.02050614879321123,-0.0033459428339845053,0.4628099173553719,0.4643595041322314,2.144813938770204,1.8970422051415448,-0.8171529202660273,0.02050614879321123,0.8360219767519196,-0.1873332405624371
simple_rule,low_stock_amount_share_in_industry,validation,484,9680,20.0,20.140850756182516,0.008420079732945288,-0.002665877035372119,0.44834710743801653,0.4559917355371901,1.6426449950212623,1.4900573009915123,-0.7734437662190453,0.008420079732945287,0.709650002325744,-0.1896592183056902
simple_rule,low_stock_ret_60d,validation,484,9680,20.0,2.9368120223973047,0.005011874565637244,-0.004536459864893536,0.45454545454545453,0.4455578512396694,1.2665145905031876,1.171150945935893,-0.9342200627491135,0.005011874565637245,0.5038933438839511,-0.23264626820832907
